#OTU ID	m161004_131820_42237_c101086072550000001823265803091794_s1_p0	m161004_173440_42237_c101086072550000001823265803091795_s1_p0	m161004_215100_42237_c101086072550000001823265803091796_s1_p0	m161005_020720_42237_c101086072550000001823265803091797_s1_p0	m161005_062341_42237_c101086352550000001823265803091720_s1_p0	m161005_104000_42237_c101086352550000001823265803091721_s1_p0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123000/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123050/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123068/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123101/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12312/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12323/ccs	5	0	2	0	1	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12331/ccs	2	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123639/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123668/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123843/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123904/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/123959/ccs	2	0	0	3	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124027/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124170/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124212/ccs	1	0	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124224/ccs	1	1	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124318/ccs	1	2	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124555/ccs	52	17	13	16	27	24
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124646/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124657/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124685/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124800/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124838/ccs	2	2	1	0	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/124939/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125005/ccs	1	0	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125091/ccs	11	2	4	0	1	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125200/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12535/ccs	7	1	0	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125434/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12545/ccs	1	0	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125564/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125620/ccs	46	11	8	6	8	13
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125717/ccs	4	1	2	1	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125760/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125919/ccs	1	1	0	1	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125925/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/125993/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126049/ccs	1	0	0	1	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12607/ccs	1	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126110/ccs	5	0	2	1	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126127/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126158/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126174/ccs	2	2	0	0	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126239/ccs	47	21	24	32	31	13
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126342/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126429/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126605/ccs	2	2	2	3	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126652/ccs	16	7	8	4	9	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126737/ccs	6	4	1	3	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126816/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126853/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/126934/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127000/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127058/ccs	42	17	10	6	13	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127074/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12709/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127130/ccs	8	2	5	2	1	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127213/ccs	2	0	2	2	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127507/ccs	5	1	3	1	0	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127722/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127785/ccs	30	7	9	17	14	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/127946/ccs	40	11	7	7	18	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128004/ccs	6	1	1	3	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128066/ccs	224	33	48	45	42	47
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128112/ccs	4	1	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128220/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128310/ccs	11	4	3	1	7	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128328/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12835/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128489/ccs	3	1	3	2	3	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128495/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128560/ccs	1	0	1	0	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128647/ccs	5	3	2	2	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128731/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128751/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128842/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128854/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128912/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128927/ccs	88	13	8	14	19	21
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128938/ccs	22	5	5	12	13	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/128985/ccs	15	7	5	2	3	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129018/ccs	16	4	4	4	3	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129050/ccs	1	1	1	2	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129124/ccs	17	4	2	3	2	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129186/ccs	27	7	5	6	8	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129403/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129423/ccs	3	3	0	4	4	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129444/ccs	8	1	1	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129489/ccs	1	0	0	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/12951/ccs	1	1	1	4	2	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129659/ccs	81	19	10	17	27	26
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129673/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129723/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129737/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129962/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/129998/ccs	8	3	4	4	5	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130004/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130056/ccs	7	0	2	3	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130063/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130184/ccs	20	7	6	6	5	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130191/ccs	4	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130205/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130247/ccs	70	23	14	25	23	22
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130259/ccs	10	3	2	4	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130309/ccs	56	10	7	17	16	9
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130383/ccs	55	15	16	16	25	18
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130467/ccs	2	0	1	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130568/ccs	2	1	1	3	2	6
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130813/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/130820/ccs	3	1	2	2	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131174/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131368/ccs	2	0	0	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131372/ccs	1	0	1	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13141/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13150/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131541/ccs	72	18	12	20	13	20
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131544/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131582/ccs	1	1	0	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131603/ccs	20	3	5	7	5	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131629/ccs	1	0	0	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13166/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131678/ccs	47	21	11	19	20	14
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131721/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131821/ccs	1	0	1	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131844/ccs	4	4	4	4	6	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131863/ccs	197	25	33	37	41	44
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131985/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/131990/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132128/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132137/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132421/ccs	2	0	2	2	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132464/ccs	1	1	2	2	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132522/ccs	3	2	0	0	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132662/ccs	7	0	2	0	2	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132780/ccs	3	3	2	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132938/ccs	1	0	0	0	3	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/132963/ccs	7	3	1	3	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133015/ccs	1	1	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133063/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133096/ccs	4	2	2	3	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133140/ccs	2	1	0	0	3	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133183/ccs	4	2	2	2	5	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133237/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133345/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133469/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133488/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133621/ccs	44	14	8	16	13	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133682/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133773/ccs	19	6	2	6	5	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133835/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13384/ccs	1	0	0	2	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133875/ccs	3	1	2	2	3	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133904/ccs	1	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/133979/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134134/ccs	6	1	2	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134331/ccs	16	6	4	5	9	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134471/ccs	1	0	2	2	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134587/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134650/ccs	1	0	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/134742/ccs	4	0	1	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135050/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135121/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135162/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135224/ccs	11	12	17	9	14	10
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135251/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13532/ccs	5	1	0	1	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135341/ccs	3	1	2	0	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135342/ccs	9	2	2	2	3	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135594/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135611/ccs	8	2	0	3	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135680/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135700/ccs	23	3	1	3	4	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135787/ccs	1	1	3	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135811/ccs	5	4	5	3	3	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/135831/ccs	20	11	10	13	12	10
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136020/ccs	1	1	1	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13612/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136130/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136152/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136289/ccs	42	12	11	13	7	12
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13643/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136678/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136740/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136741/ccs	1	0	0	2	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136766/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/136787/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137079/ccs	44	16	5	22	13	11
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137092/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137136/ccs	74	16	20	11	18	15
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137156/ccs	5	4	1	7	4	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137184/ccs	3	0	1	1	0	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137305/ccs	9	3	2	0	3	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137360/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137400/ccs	38	10	7	10	7	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137407/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137454/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137461/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137520/ccs	2	1	0	0	2	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137532/ccs	20	6	3	5	5	6
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137574/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137708/ccs	315	43	39	43	42	46
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137808/ccs	27	7	5	9	6	10
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137846/ccs	51	19	11	22	13	18
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/137946/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13807/ccs	1	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138152/ccs	1	1	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138200/ccs	41	14	12	13	10	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138223/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138224/ccs	5	0	1	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/13845/ccs	1	0	1	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138623/ccs	2	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138745/ccs	1	0	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/138751/ccs	21	8	12	12	9	7
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139005/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139027/ccs	5	1	3	2	3	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139195/ccs	1	0	0	1	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139267/ccs	3	2	1	1	1	3
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139269/ccs	2	0	0	2	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139317/ccs	1	1	1	1	4	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139428/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139608/ccs	8	4	0	7	4	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139629/ccs	1	0	0	0	1	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139671/ccs	1	4	1	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139709/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139786/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139820/ccs	1	0	0	0	2	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139832/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139870/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/139923/ccs	22	8	7	14	13	5
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140014/ccs	1	0	0	0	0	1
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140222/ccs	43	10	14	13	11	8
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140246/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140333/ccs	1	0	0	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140362/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140368/ccs	36	10	6	12	15	17
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140653/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140662/ccs	1	2	0	1	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140832/ccs	3	0	1	2	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140926/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140941/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/140942/ccs	3	0	0	2	0	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141099/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141194/ccs	1	2	2	0	1	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141210/ccs	9	2	0	2	6	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141257/ccs	1	1	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141293/ccs	1	1	1	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141308/ccs	2	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141479/ccs	86	34	21	36	23	30
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141726/ccs	5	5	1	3	2	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141729/ccs	39	10	10	10	10	4
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/141804/ccs	1	0	0	0	0	0
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/14211/ccs	2	2	1	1	1	2
m161004_131820_42237_c101086072550000001823265803091794_s1_p0/142221/ccs	1	0	0	0	0	0
